cx,cy,area,x,y,width,height,aspectratio,extent,solidity,angle,w,h,tag
2593.0,3451.0,1.3802045288531777,2547.0,3436.0,2.5135135135135136,0.8648648648648649,2.90625,0.0004637784035124,0.9581643002028396,97.94983673095705,93.0,32.0,13
1008.0,3420.0,1.2096420745069394,984.0,3400.0,1.351351351351351,1.135135135135135,1.1904761904761905,0.0005760200354794,0.962510897994769,64.0822525024414,50.0,42.0,49
1240.0,3402.0,1.1614317019722424,1216.0,3383.0,1.351351351351351,1.108108108108108,1.2195121951219512,0.0005665520497425,0.977859778597786,71.86148071289062,50.0,41.0,49
1400.0,3384.0,1.2837837837837838,1377.0,3363.0,1.3243243243243243,1.2162162162162162,1.0888888888888888,0.0005822148679291,0.9536082474226804,41.61450958251953,49.0,45.0,49
61.0,3365.0,0.0715850986121256,56.0,3360.0,0.2972972972972973,0.2972972972972973,1.0,0.0005916123852241,1.0,0.0,11.0,11.0,13
1591.0,3365.0,1.1614317019722424,1568.0,3345.0,1.351351351351351,1.135135135135135,1.1904761904761905,0.0005530627152248,0.9775591761450968,70.44629669189453,50.0,42.0,49
3104.0,3365.0,1.220964207450694,3081.0,3344.0,1.351351351351351,1.1891891891891893,1.1363636363636365,0.0005549837306594,0.9757734967892586,68.1801986694336,50.0,44.0,49
2877.0,3365.0,1.2070854638422206,2854.0,3344.0,1.3243243243243243,1.1891891891891893,1.1136363636363635,0.0005598726641197,0.981294536817102,65.38680267333984,49.0,44.0,49
3438.0,3347.0,1.7403214024835647,3404.0,3326.0,1.864864864864865,1.2162162162162162,1.5333333333333334,0.0005604899846968,0.9597180261832832,89.55448150634766,69.0,45.0,49
2658.0,3347.0,1.2753834915997078,2634.0,3326.0,1.3243243243243243,1.2162162162162162,1.0888888888888888,0.0005784052116098,0.9627791563275436,39.88370895385742,49.0,45.0,49
2173.0,3347.0,1.2881665449233015,2149.0,3326.0,1.3243243243243243,1.2162162162162162,1.0888888888888888,0.0005842025147044,0.9655078018067342,37.4811897277832,49.0,45.0,49
686.0,3347.0,1.2808619430241053,663.0,3326.0,1.3243243243243243,1.2162162162162162,1.0888888888888888,0.0005808897700789,0.9527302363488184,40.807525634765625,49.0,45.0,49
424.0,3328.0,1.1680058436815193,401.0,3308.0,1.351351351351351,1.135135135135135,1.1904761904761905,0.0005561932588959,0.9773838630806844,70.8307876586914,50.0,42.0,49
1909.0,3328.0,2.484295105916728,1884.0,3289.0,1.351351351351351,2.216216216216216,0.6097560975609756,0.0006059256355894,0.9343406593406594,4.361671447753906,50.0,82.0,50
45.0,3293.0,0.6964937910883857,27.0,3277.0,1.0,0.918918918918919,1.088235294117647,0.0005536516622324,0.9829896907216495,115.17417907714844,37.0,34.0,13
2571.0,3310.0,2.277574872169467,2547.0,3271.0,1.351351351351351,2.135135135135135,0.6329113924050633,0.0005766012334606,0.9056055765320942,4.960300445556641,50.0,79.0,50
2357.0,3309.0,2.2819576333089846,2332.0,3271.0,1.351351351351351,2.135135135135135,0.6329113924050633,0.0005777107932427,0.9155920281359904,5.590721130371094,50.0,79.0,50
1592.0,3291.0,1.1475529583637691,1568.0,3271.0,1.351351351351351,1.135135135135135,1.1904761904761905,0.000546453789697,0.9831038798498124,66.38648986816406,50.0,42.0,49
90.0,3307.0,1.1530314097881669,72.0,3262.0,0.8918918918918919,2.4864864864864864,0.358695652173913,0.0003797863668603,0.7417763157894738,5.186920642852783,33.0,92.0,13
2173.0,3273.0,1.2998539079620162,2149.0,3252.0,1.3243243243243243,1.2162162162162162,1.0888888888888888,0.0005895029061052,0.9562063406770556,41.95171356201172,49.0,45.0,49
73.0,3257.0,0.1011687363038714,67.0,3252.0,0.3783783783783784,0.3243243243243243,1.1666666666666667,0.0006021948589516,0.9964028776978416,98.02877807617188,14.0,12.0,13
3909.0,3273.0,3.0387143900657416,3875.0,3236.0,1.891891891891892,2.054054054054054,0.9210526315789472,0.0005711869154258,0.8911739502999143,0.1171883642673492,70.0,76.0,50
1401.0,3254.0,1.1493791088385683,1377.0,3234.0,1.351351351351351,1.135135135135135,1.1904761904761905,0.0005473233851612,0.9822097378277154,66.20305633544922,50.0,42.0,49
3438.0,3237.0,1.6431701972242512,3404.0,3217.0,1.864864864864865,1.162162162162162,1.6046511627906976,0.0005538153681241,0.9671109200343936,90.01844024658203,69.0,43.0,49
1240.0,3237.0,1.2242512783053323,1216.0,3216.0,1.351351351351351,1.1891891891891893,1.1363636363636365,0.0005564778537751,0.9682264586943962,56.4319953918457,50.0,44.0,49
1008.0,3217.0,1.151935719503287,984.0,3197.0,1.351351351351351,1.135135135135135,1.1904761904761905,0.000548540818811,0.9840873634945398,66.62706756591797,50.0,42.0,49
2199.0,3190.0,0.1917457998539079,2192.0,3180.0,0.4594594594594595,0.5405405405405406,0.85,0.0005639582348644,0.9813084112149534,136.48382568359375,17.0,20.0,13
3104.0,3200.0,1.258582907231556,3081.0,3178.0,1.3243243243243243,1.1891891891891893,1.1136363636363635,0.000583758305766,0.9837282329431916,44.61961364746094,49.0,44.0,49
2877.0,3200.0,1.2509130752373996,2854.0,3178.0,1.3243243243243243,1.1891891891891893,1.1136363636363635,0.0005802008697761,0.9816566351390082,45.05873107910156,49.0,44.0,49
686.0,3180.0,1.1482834185536888,662.0,3160.0,1.351351351351351,1.135135135135135,1.1904761904761905,0.0005468016278827,0.981886321049344,66.13477325439453,50.0,42.0,49
424.0,3163.0,1.226807888970051,401.0,3142.0,1.351351351351351,1.162162162162162,1.162790697674419,0.0005706083204511,0.9804436660828956,54.1262321472168,50.0,43.0,49
2357.0,3033.0,1.1482834185536888,2332.0,3013.0,1.351351351351351,1.135135135135135,1.1904761904761905,0.0005468016278827,0.9834219580857052,66.15679168701172,50.0,42.0,49
2173.0,3013.0,1.199780861943024,2149.0,2994.0,1.3243243243243243,1.135135135135135,1.1666666666666667,0.0005829838979314,0.9811827956989247,53.434547424316406,49.0,42.0,49
1956.0,3014.0,1.1964937910883855,1932.0,2994.0,1.351351351351351,1.135135135135135,1.1904761904761905,0.0005697589481373,0.974709907765546,56.72355651855469,50.0,42.0,49
3909.0,2996.0,1.523009495982469,3875.0,2978.0,1.891891891891892,1.054054054054054,1.794871794871795,0.0005578789362573,0.9860487112792622,90.02124786376953,70.0,39.0,49
1908.0,2996.0,1.1482834185536888,1884.0,2976.0,1.351351351351351,1.135135135135135,1.1904761904761905,0.0005468016278827,0.9831144465290806,66.3614501953125,50.0,42.0,49
1401.0,2996.0,1.14609203798393,1377.0,2976.0,1.351351351351351,1.135135135135135,1.1904761904761905,0.0005457581133256,0.9815451986237096,65.87983703613281,50.0,42.0,49
56.0,2992.0,0.6639883126369612,40.0,2975.0,0.918918918918919,0.972972972972973,0.9444444444444444,0.0005424741116315,0.9816414686825052,38.56496047973633,34.0,36.0,13
1592.0,2995.0,2.3772826880934987,1568.0,2957.0,1.351351351351351,2.135135135135135,0.6329113924050633,0.0006018437185046,0.936546762589928,5.608487606048584,50.0,79.0,50
2173.0,2959.0,1.1566837107377648,2149.0,2939.0,1.351351351351351,1.135135135135135,1.1904761904761905,0.0005508017670179,0.974761465066174,68.43339538574219,50.0,42.0,49
3656.0,2959.0,1.1961285609934258,3633.0,2938.0,1.3243243243243243,1.1891891891891893,1.1136363636363635,0.0005547906127056,0.9840745192307692,60.97008895874024,49.0,44.0,49
3909.0,2941.0,1.7034331628926225,3875.0,2920.0,1.891891891891892,1.1891891891891893,1.5909090909090908,0.0005530627152248,0.9678356505499064,89.96337127685547,70.0,44.0,49
3493.0,2941.0,1.2633308984660336,3470.0,2920.0,1.3243243243243243,1.1891891891891893,1.1136363636363635,0.0005859605280454,0.9672818791946308,29.86585807800293,49.0,44.0,49
2357.0,2941.0,1.2680788897005113,2333.0,2920.0,1.3243243243243243,1.1891891891891893,1.1136363636363635,0.0005881627503249,0.9596462133775568,49.8780517578125,49.0,44.0,49
1401.0,2941.0,1.268809349890431,1377.0,2920.0,1.3243243243243243,1.1891891891891893,1.1136363636363635,0.0005885015537525,0.9601990049751244,48.80414962768555,49.0,44.0,49
424.0,2941.0,1.2739225712198683,401.0,2920.0,1.351351351351351,1.1891891891891893,1.1363636363636365,0.0005790557141908,0.9548316452231044,50.47183609008789,50.0,44.0,49
115.0,2920.0,0.0861943024105186,110.0,2914.0,0.2972972972972973,0.3513513513513513,0.8461538461538461,0.0006027573595141,1.0,0.0,11.0,13.0,13
3438.0,2922.0,1.523009495982469,3404.0,2904.0,1.891891891891892,1.054054054054054,1.794871794871795,0.0005578789362573,0.9860487112792622,89.97875213623047,70.0,39.0,49
1241.0,2940.0,2.281227173119065,1216.0,2902.0,1.351351351351351,2.135135135135135,0.6329113924050633,0.0005775258666124,0.915701510042516,5.317880630493164,50.0,79.0,50
686.0,2922.0,1.1607012417823228,662.0,2902.0,1.351351351351351,1.135135135135135,1.1904761904761905,0.0005527148770392,0.9754450583179864,68.66657257080078,50.0,42.0,49
3206.0,2922.0,2.403579254930606,3182.0,2883.0,1.3243243243243243,2.189189189189189,0.6049382716049383,0.0006055881216756,0.9244275881444024,4.181789875030518,49.0,81.0,50
